1.9806,1.9957,1.958,1.9222,1.9281,1.9003,1.8823,1.928,2.0189,1.9411,1.9364,1.9603,1.9385,1.9219,1.9258,1.9119,1.9141,1.8811,1.93,1.9223,1.9219,1.925,1.9135,1.9512,1.9792,1.9464,1.8753,1.9507,1.9036,1.9427,1.95,1.909,1.928,1.9517,1.8933,1.9684,1.9507,1.9059,1.9144,1.936,1.9746,1.9782,1.9544,1.9518,1.8799,1.9568,1.9405,1.8769,1.9426,1.9418,1.8705,1.9429,1.9758,1.9042,1.9489,1.9694,1.9385,1.9685,1.9465,1.9635,1.9054,1.8784,1.9152,1.9276,1.9426,1.9224,1.9432,1.958,1.9144,1.9406,1.9245,2.0006,1.9091,1.959,1.9011,1.9583,1.8993,1.9105,1.9239,1.9723,1.9745,1.9185,1.9737,1.9231,1.9415,1.964,1.927,1.9324,1.961,1.9393,1.9092,1.9257,1.9288,1.8866,1.9223,1.924,1.9385,1.8767,1.9518,1.936
1.8821,1.9952,1.9273,1.9383,1.9671,1.9397,1.8899,1.9264,1.9888,1.9632,1.9052,1.9638,1.9314,1.9431,1.9277,1.9462,1.9596,1.9337,1.8852,1.9231,1.8791,1.9338,1.9144,1.8441,1.9241,1.9334,1.9115,1.9172,1.9257,1.8927,1.97,1.9503,1.9191,1.9462,2.0043,1.9171,1.935,1.9445,1.9248,1.915,1.9314,1.9022,1.9001,1.906,1.9466,1.9444,1.9425,1.9377,1.8795,1.9435,1.9503,1.905,1.9067,1.8957,1.9545,1.8744,1.9065,1.9067,1.9783,1.9373,1.9683,1.9787,1.9112,1.9436,1.9959,1.9894,1.9674,1.9344,1.9848,1.8886,1.9512,1.9485,1.9286,1.9233,1.968,1.9624,1.9416,1.9351,1.9319,1.9478,1.9521,1.9575,1.9589,1.949,1.9605,1.9213,1.9889,1.9999,2.0049,1.9672,1.9533,1.9312,1.9013,1.8723,1.9335,1.912,1.8769,1.9412,2.0067,1.8853
1.8809,1.8607,1.8319,1.8452,1.8808,1.8795,1.8264,1.8737,1.8426,1.8867,1.9033,1.8417,1.8691,1.8447,1.8273,1.8694,1.8852,1.8775,1.8665,1.8518,1.8479,1.8932,1.8659,1.8696,1.8324,1.8505,1.8876,1.8811,1.867,1.8693,1.8682,1.8105,1.8798,1.8365,1.8132,1.8336,1.8969,1.829,1.8404,1.8384,1.8445,1.9242,1.8702,1.8652,1.8876,1.8997,1.8691,1.8404,1.8913,1.8113,1.9093,1.9341,1.9452,1.924,1.8849,1.9028,1.8765,1.9222,1.9022,1.8863,1.8911,1.952,1.9125,1.9154,1.9007,1.9016,1.9129,1.8985,1.9231,1.8632,1.8668,1.9853,1.9048,1.9203,1.9032,1.9253,1.9258,1.9348,1.9186,1.9013,1.9357,1.9836,1.8836,1.987,1.908,1.9264,1.9017,1.9246,1.9287,1.8734,1.8579,1.9578,1.9144,1.9432,1.8946,1.8754,1.9184,1.8756,1.9601,1.8484
2.0454,1.982,2.0273,1.9575,1.9578,1.9734,2.0029,1.9543,1.9809,2.0202,2.0144,1.9864,1.939,1.9988,1.9935,1.955,1.9553,1.9667,1.9928,2.0167,2.0039,2.0019,2.0488,1.9692,1.9985,2.0018,1.9587,1.9849,1.9218,1.9385,1.9903,1.9578,1.9583,1.9628,1.9534,1.9315,1.9582,1.9789,1.9759,2.0253,1.9967,1.9829,1.9937,1.9558,1.9399,1.9693,1.9436,1.9985,1.9864,2.0221,2.014,1.8565,1.875,1.9943,1.9327,1.9563,1.8726,1.9302,1.9411,1.9399,1.9498,1.9169,1.9202,1.9741,1.8868,1.907,1.894,1.9432,1.9219,1.9349,1.9051,1.9424,1.9402,1.989,1.97,1.9428,1.9262,1.8862,1.8729,1.9311,1.9446,1.9184,1.9563,1.9433,1.9404,1.935,1.9085,1.9481,1.9738,1.9454,1.9468,1.9418,1.8688,1.9675,1.9105,1.9326,1.9436,1.9189,1.9355,1.99
1.9368,1.9601,1.9517,1.905,1.9178,1.9109,1.8687,1.9016,1.8778,1.9046,1.903,1.8716,1.9171,1.8986,1.8498,1.8721,1.9512,1.9119,1.8869,1.9232,1.8881,1.8728,1.9326,1.8541,1.8671,1.8883,1.957,1.8759,1.8975,1.9261,1.8933,1.9139,1.8868,1.8879,1.8901,1.91,1.9282,1.9458,1.8801,1.8749,1.9255,1.911,1.9142,1.898,1.8938,1.8985,1.8955,1.8374,1.9326,1.9286,1.9214,1.8999,1.8834,1.8765,1.8955,1.9288,1.9197,1.9206,1.9071,1.9125,1.9612,1.9851,1.8961,1.9251,1.977,1.8835,1.8994,1.8761,1.9272,1.8937,1.929,1.9343,1.8804,1.9177,1.8654,1.9021,1.9202,1.9148,1.9052,1.9105,1.9221,1.9123,1.9433,1.9807,1.8348,1.9368,1.9054,1.9221,1.9718,1.9235,1.9294,1.9361,1.9366,1.8923,1.8592,1.9788,1.9495,1.9937,1.9322,1.9789
2.0791,2.0734,2.0339,2.081,2.1097,2.079,2.0672,2.0845,2.0914,2.0746,2.0539,2.1029,2.1339,2.0795,2.0654,2.0983,2.1422,2.0907,2.0582,2.0223,2.1113,2.1136,2.1018,2.0736,2.0816,2.1318,2.0587,2.1077,2.0568,2.0486,2.0534,2.1077,2.1037,2.1159,2.1164,2.0698,2.0982,2.0911,2.1306,2.0907,2.0651,2.0145,2.055,2.0777,2.105,2.0804,2.1192,2.1248,2.0406,2.0717,2.0137,2.0271,1.9343,1.9768,1.9304,1.9671,1.9196,1.9035,1.9636,2.0049,1.9476,1.9504,1.9516,1.8725,1.9924,1.9573,1.9233,1.9482,1.9307,1.8912,1.9474,1.9436,1.9797,1.898,1.957,1.9603,1.8993,1.9443,1.9054,1.9669,1.9959,1.9512,1.9387,1.9497,1.9707,1.9306,1.9864,1.9181,1.9208,1.9279,1.9329,1.9587,1.9953,2.0162,1.9421,1.8685,1.9672,1.9528,1.9145,1.901
1.914,1.8729,1.8529,1.8603,1.798,1.8415,1.8655,1.881,1.8262,1.8737,1.8698,1.8367,1.9094,1.934,1.9201,1.8784,1.8628,1.8811,1.8027,1.9179,1.8546,1.8842,1.8984,1.849,1.8376,1.9353,1.9054,1.8894,1.8665,1.8617,1.907,1.8361,1.8473,1.8758,1.8555,1.8773,1.877,1.8567,1.8736,1.8595,1.8751,1.8501,1.838,1.8849,1.878,1.8982,1.8515,1.8974,1.8971,1.9099,1.9219,1.9372,1.9451,1.9286,1.9689,1.9713,1.9588,1.8857,1.9119,1.9434,1.9271,1.8967,1.9682,1.9364,1.9635,1.9372,2.0097,1.9819,1.9118,1.9377,1.9907,1.9486,1.9065,1.9361,1.9133,1.9084,1.9799,1.9188,1.9212,1.9387,1.8853,1.9793,1.9752,1.9362,1.8578,1.8965,1.929,1.9742,1.917,1.9232,1.8946,1.8948,1.9382,1.9513,1.9378,1.9217,1.9288,1.9186,1.8431,1.9085
2.0447,2.0603,1.9952,2.0362,2.0396,2.0528,2.0759,2.024,2.0369,2.024,1.9561,2.0471,1.9993,2.0073,2.0761,2.0247,2.0303,2.0578,2.0548,2.014,2.0466,2.054,2.0363,2.0521,1.9718,2.0888,2.0614,2.0333,2.0028,2.0576,2.024,2.042,2.0643,2.0698,2.0542,2.0498,2.0744,2.0385,2.0259,2.022,2.065,2.0488,2.0433,1.9963,2.0123,2.0486,2.0711,2.0211,1.9929,2.0863,1.9836,1.9049,1.9707,1.9684,1.95,1.9579,1.9736,2.0136,1.9651,1.9055,1.9375,1.9402,2.021,2.0172,1.9375,1.9204,1.9727,1.9437,1.917,1.9535,1.9842,1.9991,1.9133,2.0212,1.9487,1.9656,1.9262,1.9572,1.9823,1.9719,1.9109,1.891,1.9719,1.9771,1.964,1.9365,1.97,1.972,2.0198,1.9623,1.9259,1.9375,1.9338,1.9646,1.9347,1.9869,1.9491,1.9816,1.94,1.9216
2.0359,2.0406,2.0537,2.0979,2.0684,2.0651,2.0731,2.0146,2.0127,2.0513,2.0343,2.1069,2.0842,1.9736,2.0127,2.1108,2.052,2.1054,2.0447,2.0498,2.0702,2.0359,2.0289,2.074,2.0679,2.0439,2.0595,2.085,1.9977,2.0748,2.0311,2.0391,2.0613,2.0145,2.0446,2.0889,2.0351,2.0637,2.0197,2.0644,2.0811,2.1021,2.0919,2.0514,2.1207,2.0576,2.0653,2.0071,1.9914,2.0664,1.9693,1.9235,2.0021,1.973,1.976,1.9431,1.9529,2.0224,1.9412,1.9628,1.9586,1.9579,1.9461,1.9678,1.9232,1.993,1.9584,1.9175,1.9496,1.9479,1.9149,1.8957,1.9514,1.9858,1.9578,1.9792,1.9611,1.9232,1.9663,1.9858,2.0044,1.9302,1.9852,1.9155,2.0062,2.0208,1.9455,1.9824,1.9422,1.9183,1.9478,1.9111,1.983,1.9383,1.9325,1.8621,1.9836,1.9725,2.0088,1.9957
2.1087,2.1102,2.1279,2.1153,2.1427,2.1786,2.1375,2.1372,2.1562,2.1262,2.1143,2.2015,2.1429,2.0731,2.1532,2.1079,2.1084,2.1394,2.1192,2.0783,2.1985,2.1343,2.1946,2.1556,2.1294,2.1204,2.1918,2.1535,2.1341,2.1164,2.1391,2.1581,2.0936,2.1392,2.1369,2.1849,2.1362,2.1811,2.1495,2.1109,2.1121,2.1334,2.1081,2.0833,2.1119,2.1175,2.1049,2.1613,2.1352,2.0733,2.0397,1.9283,2.0195,2.0005,1.9725,1.9645,1.9531,2.0468,2.046,1.9601,2.0065,2.0313,1.9451,1.9941,1.9674,2.0175,2.0216,1.9473,1.944,1.9396,2.0089,2.0216,1.9443,2.0406,1.9614,1.9173,1.9649,2.0154,1.9409,2.0101,1.9413,2.0008,1.9727,1.9324,2.0203,1.9501,1.9401,2.0098,1.9681,1.9313,1.9665,1.9865,1.9885,2.0027,1.9459,1.9469,2.0268,1.9246,1.9357,1.9599
2.1253,2.0019,2.0978,2.0173,2.0116,2.0667,1.9911,2.0442,2.0227,2.098,2.0389,2.0877,1.9971,2.0342,2.0213,1.991,2.0334,2.0243,2.0232,2.0541,2.047,1.957,2.0667,2.062,2.0158,2.0442,2.0749,2.0377,2.0584,2.0522,2.0374,2.0211,2.0451,2.0993,2.017,2.0382,1.9736,2.0555,2.0541,1.9939,2.0425,2.1098,2.045,2.0434,1.9928,2.047,2.0109,2.1115,2.0668,2.0333,1.9946,1.9718,1.9406,2.0079,2.024,1.9574,2.0289,2.0551,2.0221,1.944,2.0348,1.9823,1.9969,1.9807,1.9637,1.9691,1.9648,1.9772,1.9335,2.0066,1.9947,2.023,2.0067,2.0305,1.9572,2.0589,1.9909,1.9844,1.9632,2.0143,1.9779,2.0384,2.0096,2.0148,2.017,1.979,1.9397,1.9484,1.9608,2.0203,1.9903,1.9156,1.9715,2.0003,2.0213,2.0377,1.9747,1.9713,2.0142,1.9902
2.0915,2.0502,2.1467,2.1559,2.072,2.0198,2.0661,2.0706,2.1196,2.085,2.0946,2.0211,2.116,2.043,2.0457,2.1019,2.1071,2.0594,2.1708,2.0888,2.081,2.0435,2.0885,2.0744,2.0727,2.0367,2.074,2.0588,2.1376,2.1103,2.0448,2.1144,2.0773,2.1084,2.0854,2.0391,2.1506,2.0599,2.0763,2.1297,2.0399,2.1005,2.1075,2.0651,2.0717,2.1269,2.1471,2.1233,2.0798,2.0265,2.0297,1.9859,1.9657,1.9636,2.0557,1.9481,1.9527,2.0223,1.9833,1.947,2.044,2.0148,2.0169,2.012,1.9657,2.0102,2.0212,2.0371,1.9552,1.9893,1.9883,1.9891,2.0297,1.9949,2.008,2.0305,2.022,1.9596,1.9869,2.0709,1.9612,1.9679,2.0186,1.9255,1.9611,1.9659,2.0168,1.9977,2.0353,1.9926,1.915,1.9887,1.986,2.0466,1.9896,2.0107,1.9292,1.9768,1.9718,2.0611
2.0184,2.0133,1.9774,1.9557,2.0356,2.0073,1.9296,2.0289,1.9469,1.9639,2.0479,1.9529,2.0087,2.0403,2.0246,1.9772,2.0227,1.9539,1.8583,1.9643,1.9632,1.9295,1.9384,2.01,2.0751,1.9919,1.9893,2.0271,2.0244,1.9979,2.0035,1.9938,1.9911,2.0088,2.0615,2.0235,1.9784,2.0164,1.9776,1.931,2.0449,2.0102,1.9679,2.0238,2.009,2.0036,1.994,1.9812,1.9839,1.9654,1.9782,2.042,1.981,2.0191,1.9498,2.0031,1.953,2.0056,1.9635,1.9718,1.9606,1.9776,1.9922,1.921,1.9925,2.0517,1.9807,1.9878,1.9906,2.0106,1.9629,1.9545,2.0508,2.0364,2.0177,1.9675,1.9803,1.9972,1.9732,1.947,2.0386,2.0203,2.025,1.9969,2.0404,1.971,1.9678,2.0095,1.9895,1.9645,1.9652,1.9633,1.9525,1.9654,2.0119,1.9766,1.9497,1.9742,2.0354,2.0777
2.1488,2.1029,2.1246,2.0729,2.147,2.0886,2.1031,2.0662,2.1498,2.1377,2.1121,2.1665,2.1423,2.082,2.1555,2.13,2.1347,2.0925,2.1376,2.1615,2.1066,2.1024,2.1315,2.1207,2.0672,2.1322,2.1534,2.1289,2.1092,2.1342,2.1135,2.1501,2.1281,2.1136,2.0921,2.1166,2.0624,2.16,2.0739,2.1517,2.0831,2.1702,2.0793,2.1277,2.1495,2.1599,2.1306,2.1538,2.1087,2.0947,1.9732,1.9993,1.9991,2.0037,2.0216,2.0318,1.9901,2.0221,2.0098,2.0302,2.0709,2.0169,2.0021,1.9743,2.0196,1.9678,2.0228,2.0122,2.0484,2.0227,1.9704,2.0353,2.004,2.024,1.9315,2.0311,2.0652,1.9984,2.034,1.9964,1.993,2.0072,2.0313,2.0109,2.0808,2.0342,2.0125,1.9572,1.9412,1.9864,2.0338,1.9975,2.0333,2.0406,1.988,1.9851,2.0132,2.0129,1.9749,1.927
1.9716,1.9961,2.0197,1.987,1.9698,1.9813,1.9919,1.976,1.9737,1.9946,1.9769,1.9959,1.9814,2.0648,2.0134,1.9453,2.0259,1.9548,2.0047,1.9682,1.9503,2.0263,1.9016,1.947,1.9521,1.9798,1.9539,1.9887,1.9731,1.9066,2.0519,1.96,1.9819,1.9308,1.9966,1.9386,1.9705,1.9165,1.9511,2.0116,1.9733,1.9562,1.9664,1.9517,1.9509,2.0124,2.0144,1.9751,2.0217,1.9284,1.9843,2.0966,2.0149,2.0144,2.0183,2.0297,1.9881,1.9641,2.0415,2.0383,2.0052,2.0313,2.038,2.0243,1.9953,2.0372,2.0002,2.0255,2.001,1.9515,1.9887,2.0531,1.9551,2.0428,2.0202,1.9703,2.0217,1.9318,2.0125,1.9949,1.9561,2.009,2.0171,2.021,2.0233,2.036,2.0489,2.0136,2.0074,1.9698,2.034,1.9615,1.9658,2.0089,1.9957,1.9942,1.9481,2.0474,2.0127,2.0109
1.9761,1.9684,1.96,1.9985,1.9713,2.0298,1.98,1.9879,2.0343,2.0133,1.9483,1.9936,1.9907,1.9852,1.9917,2.04,1.9941,1.9701,1.9597,1.9529,1.9652,2.0055,1.9724,2.0017,1.9519,2.0262,2.0109,1.9802,1.9593,1.9411,1.9873,1.9942,1.9913,1.9362,1.9582,1.9333,1.9614,1.9562,1.9598,1.9368,1.9324,1.9124,1.9421,1.9892,1.9889,1.9217,1.9346,1.9821,1.9384,1.9604,1.9706,1.9505,2.0171,1.985,2.034,2.0054,2.0146,1.9666,2.0171,1.9806,2.0014,2.0255,1.9589,1.9586,2.0051,1.9667,2.0229,1.9964,1.9904,1.9748,2.0351,1.9558,1.9767,2.0175,1.9995,2.0105,1.9512,2.0001,1.9434,1.9688,1.9666,1.972,2.0094,1.9642,1.9631,2.0264,1.9309,2.0348,1.923,2.0057,2.0336,1.9716,1.9371,1.9883,2.0348,2.0503,2.0337,1.9977,2.0313,2.0046
1.8853,1.9225,1.9515,1.8875,1.9401,1.8793,1.8376,1.9154,1.8795,1.9039,1.9336,1.871,1.8787,1.8681,1.9313,1.8608,1.902,1.8971,1.8795,1.9215,1.8791,1.8897,1.8551,1.8604,1.8829,1.8993,1.8966,1.9097,1.9002,1.8784,1.832,1.8839,1.8581,1.9119,1.9429,1.8476,1.9219,1.8557,1.855,1.883,1.8108,1.907,1.9136,1.8742,1.9123,1.8753,1.8433,1.8736,1.8714,1.8699,1.9729,1.963,1.9743,1.9841,2.0001,1.9607,2.0063,1.9354,1.9993,2.024,2.0218,2.0127,1.9866,1.9247,1.955,1.9636,2.0129,1.9854,1.9553,2.0462,1.9729,2.0359,1.9466,1.9902,1.9917,1.9853,1.9935,1.993,2.0478,1.9436,1.936,2.0414,2.0315,1.9555,1.969,1.9722,1.9618,1.9795,2.0742,1.9977,1.9504,1.9745,1.9968,2.0037,2.014,2.0203,1.9182,1.973,1.9616,1.9983
