0.49603,0.49655,0.48119,0.48414,0.49006,0.5006,0.50533,0.65652,0.50225,0.55282,0.49776,0.67195,0.50469,0.23031,0.40568,0.30155,0.2504,0.39612,0.48521,0.48521
0.4247,0.47596,0.4858,0.46187,0.50329,0.45132,0.44369,0.45024,0.41141,0.50711,0.42894,0.36156,0.51027,0.51023,0.50092,0.44789,0.68239,0.55078,0.53233,0.51292
0.52694,0.56904,0.54382,0.51669,0.49061,0.50863,0.50751,0.62771,0.48379,0.54179,0.51881,0.50498,0.49685,0.57766,0.53888,0.71459,0.38581,0.53498,0.34486,0.35957
0.43207,0.41818,0.51308,0.46117,0.50779,0.45367,0.34945,0.35597,0.41522,0.46429,0.44323,0.6593,0.47127,0.27647,0.53422,0.57191,0.37945,0.45064,0.5067,0.4833
0.52177,0.49389,0.54339,0.55521,0.49399,0.50968,0.48968,0.53399,0.48187,0.48853,0.51854,0.66001,0.59899,0.46108,0.61623,0.50229,0.62591,0.40446,0.58469,0.60844
0.56931,0.41063,0.48058,0.60417,0.51593,0.56608,0.67334,0.66786,0.59202,0.59712,0.58021,0.64414,0.59041,0.7727,0.56328,0.3036,0.42433,0.48492,0.42483,0.5066
0.61931,0.633,0.51728,0.63477,0.51359,0.60882,0.61103,0.76971,0.66508,0.67925,0.67547,0.35518,0.66635,0.66188,0.6727,0.60582,0.58219,0.57356,0.58281,0.70397
0.67922,0.51274,0.52683,0.71284,0.54073,0.6504,0.74203,0.91457,0.71674,0.59544,0.70981,0.51016,0.66376,0.75981,0.59975,0.465,0.82398,0.67101,0.67208,0.81137
0.72527,0.54627,0.58621,0.73978,0.55585,0.68129,0.70654,0.89104,0.74911,0.76407,0.68638,0.85384,0.74728,0.76577,0.68772,0.43123,0.82495,0.54158,0.53507,0.74394
0.76147,0.47866,0.5547,0.7764,0.55479,0.71742,0.79809,0.92183,0.79583,0.74753,0.76261,0.72693,0.75223,0.74159,0.80369,0.81044,0.94091,0.55942,0.56324,0.80055
0.79273,0.43457,0.55218,0.77858,0.56575,0.74419,0.79526,0.91419,0.80497,0.78569,0.80803,0.7977,0.81957,0.63934,0.69187,0.52795,0.90457,0.51503,0.61356,0.78197
